ID,Area,Perimetro,Solidez,Convexidad,Extension_Caja,Extension_Circulo,Elongacion,Excentricidad,Relacion_Radios,Rizo_Aprox
41,263589.5,8683.614102125168,0.6653964896160186,3.6572192702655286,0.4904720702616203,0.4577408355870038,1.501838754560605,0.7460852415046563,0.40728787,0.1847532641290515
42,233716.0,10066.59597146511,0.6602417330653374,4.569869565408965,0.4800930129371793,0.4587575780973548,1.382520931655932,0.6905168003982965,0.45385927,0.14024316106817022
43,328874.0,6267.1621161699295,0.7119155158548478,2.3105937246314694,0.5176590955596481,0.338899874890589,1.9502358023260165,0.8585328838224434,0.4966204,0.32898525949383955
44,148459.0,1987.0032994747162,0.9054614096773899,1.3387258119450167,0.7015324566087486,0.702434520626805,1.2784654855178252,0.6230428352980769,0.6179114,0.5046185742307143
45,192217.5,5330.984276771545,0.7803568528743099,2.6759346631145253,0.6113788167938932,0.39699328559660074,1.9374728032508548,0.8565064759102242,0.44919908,0.2772110252935248
46,147789.5,3734.9557225704193,0.8302617645158663,2.470094062904882,0.6584488373854427,0.7220203402817071,1.0671857674033784,0.34921136520915996,0.63019824,0.24935807511740768
47,149665.5,3491.191225171089,0.868842466409495,2.3517525941331714,0.6940236217186261,0.7888112069824241,1.0683064840289058,0.35183784179936506,0.65907115,0.26480111052388944
48,111560.5,1506.8742285966873,0.9627866836393449,1.1675463577582856,0.7848635148445194,0.6317132360031364,1.2162160219632359,0.5691664091703565,0.64531404,0.5894443537511088
49,171720.5,4779.954853057861,0.8153385957623598,2.8990879077352183,0.6152607290524611,0.7274833237045972,1.0266197794009964,0.2262448682498706,0.62090737,0.20605650600828276
50,280376.5,5442.856427907944,0.7344601762956948,2.1862455529189138,0.45663701968882886,0.3309602506219808,2.1823082666467695,0.8888334468812815,0.42974135,0.3489673662384288
51,178236.0,3579.9191477298737,0.868539350481328,2.1596828377572397,0.6422085783465928,0.6550602984815308,1.3368246087081617,0.6636521934183447,0.59664965,0.3144878467903534
52,196172.0,4324.34973859787,0.806165871138882,2.3938595738040522,0.5883700842191136,0.6477224526557539,1.2289426688035423,0.581274399823398,0.66455275,0.26700506684503295
53,160748.0,3859.340507388115,0.7451057646178127,2.1180232585950223,0.4911425201806327,0.4234016087938861,1.9307947509786483,0.8554281856431101,0.47465095,0.3799493408339658
54,181135.5,1980.9961544275284,0.9640866922499641,1.2816576714380858,0.7560543451039319,0.9053793212377274,1.0561899154350387,0.3218242643292905,0.8683603,0.5003433966851869
